春 晚,#genre#
河北卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591694976_-107212910/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261978&timezone=UTC&mtv_session=437fc6e8d29c853ca88935e2fd49acea&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8d50581461bffa6a3d876b8cc8a1ebce&fbl=
河北卫视,http://111.67.202.166/php/best.php?id=hbwshd8m/8000000&fbl=
河北卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000017118&channel-id=ystenlive&fbl=
河北卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225713/01.m3u8?fmt=ts2hls&fbl=
河北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8?fbl=
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8?fbl=
河北卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225564/index.m3u8?fbl=
河北卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001039&fbl=
河北卫视,https://iptv.luas.edu.cn/liverespath/0d0303a991ca71e06290b546e34104dbe0d0c64a/index.m3u8?fbl=
河北卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8?fbl=
河南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8?fbl=
河南卫视,http://111.67.202.166/php/best.php?id=hnwshd8m/8000000&fbl=
河南卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001056&fbl=
河南卫视,https://iptv.luas.edu.cn/liverespath/4bc76db1677c6cd2176e652ed6fc1cd44d8c297b/index.m3u8?fbl=
河南卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8?fbl=
黑龙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8?fbl=
黑龙江卫视,http://111.67.202.166/php/best.php?id=hljwshd8m/8000000&fbl=
黑龙江卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000009082&channel-id=ystenlive&fbl=
黑龙江卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225544/index.m3u8?fbl=
黑龙江卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001030&fbl=8m
黑龙江卫视,https://iptv.luas.edu.cn/liverespath/fe1745c7599e85d0a34fa0ad3986ef25c2ed7c6f/index.m3u8?fbl=
黑龙江卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8?fbl=
湖北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8?fbl=
湖北卫视,http://111.67.202.166/php/best.php?id=hubeiws8m/8000000&fbl=
湖北卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000010355&channel-id=ystenlive&fbl=
湖北卫视,http://111.40.196.37:443/PLTV/88888888/224/3221225546/index.m3u8?fbl=
湖北卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001299&fbl=4m
湖北卫视,https://iptv.luas.edu.cn/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/index.m3u8?fbl=
湖北卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8?fbl=
湖南卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591995316_1587683132/wd-hunanhd-2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=265667721&timezone=UTC&mtv_session=7b07894c57472651304a93669cf87e9b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=617e25748c5f12b7864cc6fb758deaa7&fbl=
湖南卫视,http://111.67.202.166/php/best.php?id=hunanwshd8m/8000000&fbl=
湖南卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000009115&channel-id=ystenlive&fbl=
湖南卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225707/01.m3u8?fmt=ts2hls&fbl=
湖南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8?fbl=
湖南卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001027&fbl=4m
湖南卫视,http://122.97.219.244:8098/live/HNWS/1.m3u8?fbl=
湖南卫视,https://iptv.luas.edu.cn/liverespath/9b1ccba5a2c611bb5d7c96243695572090cca5fd/index.m3u8?fbl=
湖南卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8?fbl=
吉林卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225753/01.m3u8?fmt=ts2hls&fbl=
吉林卫视,http://111.67.202.166/php/best.php?id=jlwshd8m/8000000&fbl=
吉林卫视,http://111.67.202.166/php/cmvideo.php?Contentid=6042486520432105075&channel-id=ystenlive&fbl=
吉林卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1589344314_453295178/envivo_v/2018/SD/jilin/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=531262154&timezone=UTC&mtv_session=a8fd605fabf2ca0814b5a56aee04bc2d&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ec7257d80b3cd8e4a5590413a5e9cb93&fbl=
吉林卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226671/1.m3u8?fbl=
吉林卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001049&fbl=
吉林卫视,https://iptv.luas.edu.cn/liverespath/44a878b1782810307d4d6918ae1da1712976350e/index.m3u8?fbl=
吉林卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8?fbl=
江苏卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1592593248_1989329552/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=264104188&timezone=UTC&mtv_session=6bc8392c0ce046c4a27b0d812696e9f8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a05b045f626d4764b5124f26a2f1d747&fbl=
江苏卫视,http://111.67.202.166/php/best.php?id=jswshd8m/8000000&fbl=
江苏卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000004684&channel-id=ystenlive&fbl=
江苏卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225751/01.m3u8?fmt=ts2hls&fbl=
江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8?fbl=
江苏卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001032&fbl=8m
江苏卫视,http://122.97.219.244:8098/live/JSWS/1.m3u8?fbl=
江苏卫视,https://iptv.luas.edu.cn/liverespath/0be64515076e489456de2f33e7b58ff1b392d3b3/index.m3u8?fbl=
江苏卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8?fbl=
江西卫视,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1592308998_-1889199081/migu/kailu/jxwshd/57/20190820/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=531262091&timezone=UTC&mtv_session=de50cbe717aa7f99a96fffd956d81e51&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f8930b959a901748e45e2615bac60f75&fbl=
江西卫视,http://111.67.202.166/php/best.php?id=jxws8m/8000000&fbl=
江西卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000013731&channel-id=ystenlive&fbl=
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8?fbl=
江西卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001045&fbl=
江西卫视,https://iptv.luas.edu.cn/liverespath/5262d7f97311b82a4a460f3b8221e4a7d394c2c0/index.m3u8?fbl=
江西卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8?fbl=
康巴卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001313&fbl=
康巴卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000005000266002&channel-id=ystenlive&fbl=
辽宁卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1589644797_1577190639/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=265669068&timezone=UTC&mtv_session=4adbe497fcc87ddaaa343726a3a14c13&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b336009b46cc80be11d75c763cb6fe70&fbl=
辽宁卫视,http://111.67.202.166/php/best.php?id=lnwshd8m/8000000&fbl=
辽宁卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000024033&channel-id=ystenlive&fbl=
辽宁卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8?fbl=
辽宁卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225558/index.m3u8?fbl=
辽宁卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001296&fbl=8m
辽宁卫视,https://iptv.luas.edu.cn/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/index.m3u8?fbl=
辽宁卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8?fbl=
内蒙古卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000014080&channel-id=ystenlive&fbl=
内蒙古卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225718/01.m3u8?fmt=ts2hls&fbl=
内蒙古卫视,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1589932581_-415191449/envivo_w/2018/SD/neimeng/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=531261982&timezone=UTC&mtv_session=c9a5a27753539fa99cff7fe7b0773863&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f9d2e1fadbae161e8f9ee1c06f4b85df&fbl=
内蒙古卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226685/1.m3u8?fbl=
内蒙古卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225629/index.m3u8?fbl=
内蒙古卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001035&fbl=
内蒙古卫视,https://iptv.luas.edu.cn/liverespath/5a601b122fcaacb6480b65cb74ee8f76347020d6/index.m3u8?fbl=
内蒙古卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/neimengkuSD/__op/default/__f/index.m3u8?fbl=
宁夏卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000031451&channel-id=ystenlive&fbl=
宁夏卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225719/01.m3u8?fmt=ts2hls&fbl=
宁夏卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1590245808_-2084121214/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261057&timezone=UTC&mtv_session=83a38128827a852ce1724296852f857e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=17f4b89974b2ed1e654453d44f9968b1&fbl=
宁夏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226691/1.m3u8?fbl=
宁夏卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001061&fbl=
宁夏卫视,https://iptv.luas.edu.cn/liverespath/eefad27700cf7ea30b4f5145f0b8d466a27c1478/index.m3u8?fbl=
宁夏卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8?fbl=
农林卫视,http://117.68.11.123:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226335/index.m3u8?fbl=
农林卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000005000266003&channel-id=ystenlive&fbl=
农林卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001312&fbl=
青海卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226301/01.m3u8?fmt=ts2hls&fbl=
青海卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000013359&channel-id=ystenlive&fbl=
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8?fbl=
青海卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1590811433_1387778932/envivo_w/2018/SD/qinghai/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531262027&timezone=UTC&mtv_session=449a36454b820ab73b61a8a33ccf5337&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=aad202f94476c188a79dcc8e1ec1d2b5&fbl=
青海卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226696/1.m3u8?fbl=
青海卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001033&fbl=
青海卫视,https://iptv.luas.edu.cn/liverespath/468aa6e90a67946eeb0e862e4b9f2764ee13cc75/index.m3u8?fbl=
青海卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8?fbl=
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8?fbl=
三沙卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226324/01.m3u8?fmt=ts2hls&fbl=
三沙卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000002801&fbl=
三沙卫视,http://111.67.202.166/php/sanxixian_PLTV.php?id=3221227055&fbl=
三沙卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8?fbl=
厦门卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226246/01.m3u8?fmt=ts2hls&fbl=
厦门卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226695/1.m3u8?fbl=
厦门卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001306&fbl=
厦门卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000005000266006&channel-id=ystenlive&fbl=
厦门卫视,https://iptv.luas.edu.cn/liverespath/151ef24b315bb7709d1a2f7a35d260932c6e9eb5/index.m3u8?fbl=
山东教育卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1595216303_855788936/envivo_v/2018/SD/shandongedu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073745&ContentId=265218942&timezone=UTC&mtv_session=5df7c38235f8bfddc40ba06656567aa2&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=29623301ce35130c865d7d28c7f3b0c3&fbl=
山东教育卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000004097&channel-id=ystenlive&fbl=
山东教育卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226701/1.m3u8?fbl=
山东教育卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225584/index.m3u8?fbl=
山东教育卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001317&fbl=
山东教育卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/sdjiaoyuSD/__op/default/__f/index.m3u8?fbl=
山东卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1591381721_-1603694084/wd_r4/yg/shandongwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261825&timezone=UTC&mtv_session=af16f8bbf042e18571b0c4dd8335d42c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=fb1405a16fc8244a94df4ac18675a58f&fbl=
山东卫视,http://111.67.202.166/php/best.php?id=sdws8m/8000000&fbl=
山东卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225728/01.m3u8?fmt=ts2hls&fbl=
山东卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8?fbl=
山东卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000012807&channel-id=ystenlive&fbl=
山东卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001276&fbl=4m
山东卫视,https://iptv.luas.edu.cn/liverespath/8b205af319dcc92c60a69a96423af21b24a29ca0/index.m3u8?fbl=
山西卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000021220&channel-id=ystenlive&fbl=
山西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226704/1.m3u8?fbl=
山西卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001038&fbl=
山西卫视,https://iptv.luas.edu.cn/liverespath/74908123d020c1a9f55e8a9652973187bcd07970/index.m3u8?fbl=
山西卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8?fbl=
陕西卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000007495&channel-id=ystenlive&fbl=
陕西卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225688/01.m3u8?fmt=ts2hls&fbl=
陕西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226707/1.m3u8?fbl=
陕西卫视,http://111.67.202.166/php/sanxixian_PLTV.php?id=3221226326&fbl=
陕西卫视,https://iptv.luas.edu.cn/liverespath/ebc9ec3e297c071df95d759b6313b9d9dbc3dbda/index.m3u8?fbl=
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8?fbl=
深圳卫视,http://111.67.202.166/php/best.php?id=szwshd8m/8000000&fbl=
深圳卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000011645&channel-id=ystenlive&fbl=
深圳卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225712/01.m3u8?fmt=ts2hls&fbl=
深圳卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001029&fbl=8m
深圳卫视,https://iptv.luas.edu.cn/liverespath/536ebe8b7165b25c8670e42eb8b7b4b6d178f158/index.m3u8?fbl=
深圳卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8?fbl=
四川卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8?fbl=
四川卫视,http://111.67.202.166/php/best.php?id=scwshd/8000000&fbl=
四川卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000016825&channel-id=ystenlive&fbl=
四川卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225757/01.m3u8?fmt=ts2hls&fbl=
四川卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001036&fbl=
四川卫视,https://iptv.luas.edu.cn/liverespath/ca3f021632b48e6960797776657926074723d276/index.m3u8?fbl=
四川卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8?fbl=
天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8?fbl=
天津卫视,http://111.67.202.166/php/best.php?id=tjwshd8m/8000000&fbl=
天津卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000000831&channel-id=ystenlive&fbl=
天津卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225597/index.m3u8?fbl=
天津卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001343&fbl=12m
天津卫视,https://iptv.luas.edu.cn/liverespath/41433c450cf4747cf2600adecc560bc90f344182/index.m3u8?fbl=
天津卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8?fbl=
星空卫视,http://111.67.202.166/php/hls_gzdx.php?id=110&fbl=
西藏卫视,http://111.67.202.166/php/cmvideo.php?Contentid=6603041244077933770&channel-id=ystenlive&fbl=
西藏卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225668/01.m3u8?fmt=ts2hls&fbl=
西藏卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1594087791_1409479634/envivo_x/2018/SD/xizang/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073744&ContentId=524854265&timezone=UTC&mtv_session=5640f857e31349921ba36207946fa904&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=df71711e34a615ea23f680ef139afb1d&fbl=
西藏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226710/1.m3u8?fbl=
西藏卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001302&fbl=
西藏卫视,http://111.67.202.166/php/sanxixian_PLTV.php?id=3221226212&fbl=
西藏卫视,https://iptv.luas.edu.cn/liverespath/223db5dc75cab2536cbebcda8e6730ff6bf58309/index.m3u8?fbl=
西藏卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8?fbl=
新疆卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225759/01.m3u8?fmt=ts2hls&fbl=
新疆卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000029441&channel-id=ystenlive&fbl=
新疆卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1593800523_-1493781639/wd-xinjiangwssd-600/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073743&ContentId=531262095&timezone=UTC&mtv_session=864a45b4901ac5ef45e66eda73f46964&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2ecb1cbf330584c821ad5f41b74ff983&fbl=
新疆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226700/1.m3u8?fbl=
新疆卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001047&fbl=
新疆卫视,https://iptv.luas.edu.cn/liverespath/d75bf52e702ca0fb44344fc2e86e7675ac112ec7/index.m3u8?fbl=
新疆卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8?fbl=
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?&fbl=
延边卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225721/01.m3u8?fmt=ts2hls&fbl=
延边卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001307&fbl=
延边卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000005000266008&channel-id=ystenlive&fbl=
云南卫视,http://111.67.202.166/php/best.php?id=ynwshd8m/8000000&fbl=
云南卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000002000024694&channel-id=ystenlive&fbl=
云南卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225687/01.m3u8?fmt=ts2hls&fbl=
云南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226709/1.m3u8?fbl=
云南卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001046&fbl=
云南卫视,https://iptv.luas.edu.cn/liverespath/d45a277ca433670e3f463b497783af19bb2c63f8/index.m3u8?fbl=
云南卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8?fbl=
浙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8?fbl=
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/720p.m3u8?fbl=
浙江卫视,http://111.67.202.166/php/best.php?id=zjwshd8m/8000000&fbl=
浙江卫视,http://111.67.202.166/php/cmvideo.php?Contentid=1000000001000009806&channel-id=ystenlive&fbl=
浙江卫视,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225750/01.m3u8?fmt=ts2hls&fbl=
浙江卫视,http://111.40.196.33:443/PLTV/88888888/224/3221225538/index.m3u8?fbl=
浙江卫视,http://111.67.202.166/php/yinhe.php?id=ch00000090990000001026&fbl=4m
浙江卫视,https://iptv.luas.edu.cn/liverespath/f650ba03bb4883fe67a1fb7c193a00a4c0c93881/index.m3u8?fbl=
浙江卫视,http://hls.live.cqccn.com/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8?fbl=
北京卫视,http://47.242.38.45:9999/ysp.php?id=bjws
东方卫视,http://47.242.38.45:9999/ysp.php?id=dfws
重庆卫视,http://47.242.38.45:9999/ysp.php?id=cqws
黑龙江卫视,http://47.242.38.45:9999/ysp.php?id=hljws
辽宁卫视,http://47.242.38.45:9999/ysp.php?id=lnws
山东卫视,http://47.242.38.45:9999/ysp.php?id=sdws
安徽卫视,http://47.242.38.45:9999/ysp.php?id=ahws
河南卫视,http://47.242.38.45:9999/ysp.php?id=henws
湖北卫视,http://47.242.38.45:9999/ysp.php?id=hubws
湖南卫视,http://47.242.38.45:9999/ysp.php?id=hunws
江西卫视,http://47.242.38.45:9999/ysp.php?id=jxws
江苏卫视,http://47.242.38.45:9999/ysp.php?id=jsws
浙江卫视,http://47.242.38.45:9999/ysp.php?id=zjws
东南卫视,http://47.242.38.45:9999/ysp.php?id=dnws
广东卫视,http://47.242.38.45:9999/ysp.php?id=gdws
深圳卫视,http://47.242.38.45:9999/ysp.php?id=szws
广西卫视,http://47.242.38.45:9999/ysp.php?id=gxws
贵州卫视,http://47.242.38.45:9999/ysp.php?id=gzws
四川卫视,http://47.242.38.45:9999/ysp.php?id=scws
海南卫视,http://47.242.38.45:9999/ysp.php?id=hinws
天津卫视,http://47.242.38.45:9999/ysp.php?id=tjws
新疆卫视,http://47.242.38.45:9999/ysp.php?id=xjws
陕西卫视,#genre#
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
